case_id,input,issue_category,system,meter_type,meter_model,error_code,support_level,missing_information,resolution,resolution_source
26891,"Title: Emdad - Browser update blocking software
Tags: aqua; CI; Emdad; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26890,"Title: Light Power - Can not issue card for open account
Tags: CI; Lightpower; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26889,"Title: Roaya - Energy360 Payment Issue
Tags: CI; roaya; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26888,"Title: Waterway: Top cover open error
Tags: CI; Hardware; PWM; Waterway",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26887,"Title: Travco: Deleting User from database
Tags: CI; Software; Travco; Visa",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26886,"Title: Kattamya: Creating Maintenance Sheet
Tags: CI; Hardware; Kattameya; PWM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26885,"Title: Soma Bay: Synch Readings
Tags: CI; Smart; Software; Somabay",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26883,"Title: Elkhamayel- Delete Deposit for meter
Tags: aqua; CI; ElKhamayl; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26882,"Title: Alex - Open new account
Tags: Alex; CI; Utility; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26881,"Title: Waterway: Checking reports
Tags: CI; Software; vending; Waterway",Software,Vending,Water,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
26880,"Title: Private Sector Meters Maintenance Follow-up
Tags: Hardware; PEM; PI; Private; W",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26879,"Title: Arabella - PF Update
Tags: arabella; PI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26878,"Title: Elsewedy E&C- Inquiry about old PWM
Tags: Elsewedy E&C; Hardware; PI; PWM",Software|Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26877,"Title: Elsewedy E&C- Inquiry about Spark Meter
Tags: Elsewedy E&C; Hardware; PEM; PI",Software|Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26875,"Title: Arabella - General error while charging
Tags: arabella; CI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26874,"Title: Emdad - Inquiry about settlement details
Tags: aqua; CI; Emdad; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26873,"Title: Emdad - Browser update blocking software
Tags: aqua; Emdad; PI; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26872,"Title: New Heliopolis- Maintenance Meters
Tags: Hardware; New Heliopolis; PI; PWM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26871,"Title: 6th of October Network - Utility water meter maintenance
Tags: CI; Hardware; NUCA; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26870,"Title: 6th of October - Utility water meter maintenance
Tags: Hardware; NUCA; PI; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26869,"Title: ElAbd - Fawry Integration
Tags: CI; ElAbd; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26868,"Title: Chinese Mall- Install Card Socket
Tags: Chinese Mall; CI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26867,"Title: UEDC - Meter Current Limit Inquiry
Tags: CI; Hardware; PEM; UEDC",Software|Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26866,"Title: Veranda- IC203
Tags: Hardware; PI; PWM; Veranda",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message | Detailed problem description and reproduction steps,Not available from verified source data.,none
26865,"Title: Veranda- Error when creating customer
Tags: aqua; CI; Software; Veranda",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26864,"Title: Ecklat - Error 106
Tags: Ecklat; Hardware; PI; PWM",Hardware,Unknown,Unknown,Unknown,106,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model,Not available from verified source data.,none
26863,"Title: KSA Alaman - PF Update
Tags: KSA; PI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26862,"Title: Emaar - Uptown Cairo - Resetting Meter Counter
Tags: CI; Emaar; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26861,"Title: New Giza - Deleting Meters from Database
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26860,"Title: New Giza - Deleting Meters from Database
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26859,"Title: Edelma - Changing Friendly Time
Tags: CI; Edelma; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26858,"Title: Travco: Delete user from database
Tags: CI; Software; Travco; Visa",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26857,"Title: Light Power: Wrong System Number
Tags: CI; Lightpower; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26856,"Title: New Giza - Deleting Meters from Database
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26855,"Title: Elabd- Card cannot be read from system as it has a charge
Tags: CI; ElAbd; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26854,"Title: New Giza - Deleting Meters from Database
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26853,"Title: New Giza - Deleting Meters from Database
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26852,"Title: New Giza - Deleting Meters from Database
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26851,"Title: Cornado- Check Meter Consumption
Tags: aqua; CI; Cornado; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26850,"Title: Fawry - Check Issue with North Cairo
Tags: CI; Fawry; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26849,"Title: Korra - Installing Latest Card Socket
Tags: CI; Korra; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26848,"Title: Korra - Reading Card Issue
Tags: CI; Korra; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26847,"Title: Family House - IC 105
Tags: CI; Family House; Hardware; PWM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26846,"Title: New Giza - Deleting Meters from Database
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26845,"Title: New Giza - Deleting Meters from Database
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26844,"Title: New Giza - Deleting Meters from Database
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26843,"Title: New Giza - Deleting Meters from Database
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26842,"Title: Waterway: Delete charge
Tags: CI; Software; vending; Waterway",Software,Vending,Water,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
26841,"Title: Alex- Edit User Privileges
Tags: Alex; CI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26840,"Title: Kernel - Creating Account Issue
Tags: aqua; CI; Kernel; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26839,"Title: Courtyard: Deleting charge
Tags: CI; Courtyard; Software; Visa",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26838,"Title: New Giza - Readings Gap Inquiry
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26837,"Title: ORA- Error in Customer List
Tags: aqua; CI; Ora; Sodic VYE",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26836,"Title: Chinese Mall-Vending Deployment
Tags: Chinese Mall; PI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26835,"Title: ORA- Problem when editing customer info
Tags: aqua; Ora; PI; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26834,"Title: New Giza - RS Meters failed to communicate
Tags: CI; Hardware; New giza; SEM; SLA",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26833,"Title: Emaar - Deleting Duplicate Meters
Tags: CI; Emaar; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26832,"Title: Emaar - Deleting Duplicate Meters
Tags: CI; Emaar; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26831,"Title: Emaar - Deleting Duplicate Meters
Tags: CI; Emaar; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26830,"Title: Emaar - Deleting Duplicate Meters
Tags: CI; Emaar; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26829,"Title: Private Sector Meters Maintenance Follow-up
Tags: Hardware; PEM; PI; Private; W",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26828,"Title: Tanta- Utility Water Meter Maintenance
Tags: Hardware; HCWW; PI; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26827,"Title: Mansoura - Utility Water Meter Maintenance
Tags: Hardware; HCWW; PI; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26826,"Title: Stella Abdelrahman - STS water and electricity meters troubleshooting
Tags: Hardware; PI; PWM; SLA; Stella; STS",Hardware,Electric,Water|Electric,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
26825,"Title: Emaar- Marrasi North Coast New configuration for electricity and water meters
Tags: Emaar; Hardware; PI; SEM; SWM; W",Hardware,Electric,Water|Electric,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
26824,"Title: Sea View: Enquiry about aqua deployment
Tags: aqua; CI; Seaview; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26823,"Title: Fanadir: Enquiry about card socket
Tags: CI; Fanadir; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26822,"Title: Kattamya: Enquiry about spare meters
Tags: CI; Hardware; Kattameya; PWM",Software|Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26821,"Title: Fanadir: Downloading Latest Card Soket
Tags: CI; Fanadir; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26820,"Title: Sea View: Upgrading License
Tags: aqua; CI; Seaview; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26819,"Title: EPower: Enquiry about configuring IE5 meters with sonda
Tags: CI; Epower; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26818,"Title: SDDC - Delete Charge
Tags: CI; SDDC; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26817,"Title: New Giza - Aggregation Issue
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26816,"Title: Korra - Adding a user from Database
Tags: CI; Korra; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26815,"Title: El sewedy E&C - Initiating Maintenance cycle
Tags: CI; Elsewedy E&C; Hardware; PWM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26813,"Title: Kattamya: Enquiry about meter's maintenance
Tags: CI; Hardware; Kattameya; PWM",Software|Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26812,"Title: Fouka: Enquiry about meter's IP
Tags: CI; Fouka; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26811,"Title: EPower: Enquiry about location of meter schema on meter configurator
Tags: CI; Epower; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26810,"Title: EPower: Enquiry about Meter Template in data master
Tags: CI; Epower; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26809,"Title: Coronado - Delete tariff difference settlement
Tags: aqua; CI; Cornado; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26808,"Title: EPower: Enquiry about symbiot number of users
Tags: CI; Epower; Smart; Software",Software,Symbiot,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26807,"Title: EPower: Enquiry about meter events
Tags: CI; Epower; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26806,"Title: La Vista - Energy360 Deployment
Tags: Lavista; PI; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26805,"Title: Coronado - Inquiry min value for charge
Tags: aqua; CI; Cornado; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26804,"Title: Light Power - Pending charge
Tags: Lightpower; PI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26802,"Title: Blue Mind - PF Update
Tags: Bluemind; PI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26801,"Title: Soma bay: Meters Troubleshooting
Tags: CI; Smart; Software; Somabay",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26800,"Title: New Giza - Readings Issue
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26799,"Title: Somabay: Meters Troubleshooting
Tags: CI; Smart; Software; Somabay",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26798,"Title: Soma bay: Meters Troubleshooting
Tags: CI; Smart; Software; Somabay",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26797,"Title: Soma Bay: Meters Troubleshooting
Tags: CI; Smart; Software; Somabay",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26796,"Title: Soma Bay: Meters Troubleshooting
Tags: CI; Smart; Software; Somabay",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26795,"Title: Soma bay: Meters Troubleshooting
Tags: CI; Smart; Software; Somabay",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26794,"Title: Soma bay: Change Relay Status
Tags: CI; Smart; Software; Somabay",Software|Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26793,"Title: Light Power - Steps to reset V5 meter
Tags: CI; Hardware; Lightpower; PEM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26792,"Title: Fanadir - Vending software not working on new device
Tags: CI; Fanadir; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26791,"Title: Malibu: Power Factor update
Tags: CI; Malibu; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26790,"Title: New Giza - Invoice Issue
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26789,"Title: New Giza - Invoice Issue
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26788,"Title: New Giza - Invoice Issue
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26787,"Title: Waterway: Power Factor Update
Tags: CI; Software; vending; Waterway",Software,Vending,Water,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
26785,"Title: Elsewedy E&C- Maintenance follow up
Tags: CI; E&C; Hardware; PWM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26784,"Title: ElAbd - PF Update
Tags: ElAbd; PI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26783,"Title: Fanadir - Inquiry about linking a new device
Tags: CI; Fanadir; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26782,"Title: Emdad - Remove tariff difference settlements
Tags: aqua; CI; Emdad; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26781,"Title: Moona Sharm - PF Update
Tags: Moona; PI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26780,"Title: Injaz - Error IC0121 on water meter
Tags: CI; Hardware; Injaz; PWM",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26779,"Title: New Giza - Invoice Issue
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26778,"Title: UEDC - Error 91
Tags: CI; Hardware; PEM; UEDC",Hardware,Unknown,Unknown,Unknown,91,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model,Not available from verified source data.,none
26777,"Title: Coral SIG - PF Update
Tags: Coral; PI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26776,"Title: Relantecs - Can not issue cards from aqua software
Tags: aqua; PI; Relantecs; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26775,"Title: ElAbd - Vending Software Deployment
Tags: ElAbd; PI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26774,"Title: Relantecs - Error IC-114
Tags: CI; Hardware; PWM; Relantecs",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26773,"Title: Menofia - Utility water meter maintenance
Tags: Hardware; HCWW; PI; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26772,"Title: ElSadat - Utility water meter maintenance
Tags: Hardware; NUCA; PI; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26771,"Title: Badr - Utility water meter maintenance
Tags: Hardware; NUCA; PI; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26770,"Title: Sherouk - Utility water meter maintenance
Tags: Hardware; NUCA; PI; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26769,"Title: 10th of Ramadan - Utility water meter maintenance
Tags: Hardware; NUCA; PI; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26768,"Title: EPower: Enquiry about IE5 Registers
Tags: CI; Epower; Hardware; SEM",Software|Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26767,"Title: Relantecs - Reset meter after error IC-0105
Tags: CI; Hardware; PWM; Relantecs",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26766,"Title: 10th of Ramadan - Utility electrical meter maintenance
Tags: CDC; CI; Hardware; SEM; SLA; Utility",Hardware,Electric,Electric,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
26765,"Title: Private Sector Meters Maintenance Follow-up
Tags: Hardware; PI; Private; SEM; W",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26764,"Title: Mena Oasis - PF Update
Tags: Mena Oasis; PI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
